"","TimeofDay","AirTemp","Humidity","Dewpoint","BarPres","WindSpeed","SolarRad"
"32454",130,3.952,83.1,1.34,101.9,0.693,3.48
"32455",145,4.003,81.8,1.16,101.91,1.288,3.48
"32456",200,4.656,76.3,0.84,101.92,1.341,3.48
"32457",215,4.17,79.1,0.88,101.93,1.467,3.48
"32458",230,3.58,83.3,1.03,101.94,1.652,3.48
"32459",245,4.018,81.4,1.11,101.94,1.703,3.48
"32460",300,4.187,80.8,1.18,101.93,1.295,3.48
"32461",315,4.029,82.1,1.26,101.93,1.4,3.48
"32462",330,4.423,79.5,1.18,101.96,1.555,3.48
"32463",345,4.107,81.5,1.24,101.98,1.286,3.48
"32464",400,4.041,82.4,1.32,101.96,1.28,3.48
"32465",415,3.967,83.2,1.39,101.94,0.974,3.48
"32466",430,4.21,82.7,1.55,101.94,1.254,3.48
"32467",445,4.568,81,1.59,101.96,1.416,3.48
"32468",500,4.226,82.8,1.57,101.98,1.474,3.48
"32469",515,4.077,83.4,1.53,101.99,1.692,3.48
"32470",530,3.741,85.1,1.47,102.01,1.567,3.48
"32471",545,3.572,86.2,1.49,102.02,1.53,3.48
"32472",600,3.651,86.1,1.55,102.04,1.242,3.48
"32473",615,3.903,84.9,1.61,102.06,1.281,3.48
"32474",630,4.011,84.6,1.65,102.08,1.363,3.48
"32475",645,3.619,85,1.34,102.09,1.128,3.48
"32476",700,2.931,88.9,1.28,102.1,1.139,3.48
"32477",715,2.48,89.7,0.97,102.09,0.465,3.91
"32478",730,2.505,92.1,1.36,102.09,0.539,4.98
"32479",745,3.443,91.3,2.15,102.1,1.06,9.35
"32480",800,3.426,87.5,1.55,102.1,0.447,39.81
"32481",815,3.616,86.5,1.57,102.1,0.447,97.8
"32482",830,4.642,84.4,2.25,102.11,0.571,143.1
"32483",845,5.819,81.4,2.88,102.11,1.016,177.3
"32484",900,6.572,78.4,3.09,102.13,1.465,220
"32485",915,7.18,76.2,3.29,102.13,1.624,263.2
"32486",930,7.78,74.1,3.45,102.13,1.668,305.4
"32487",945,8.37,71.8,3.58,102.15,2.192,346.9
"32488",1000,8.97,69.93,3.79,102.17,2.165,385.7
"32489",1015,10.08,65.91,4.01,102.18,2.222,421.7
"32490",1030,10.64,61.96,3.65,102.19,2.368,454.2
"32491",1045,10.71,58.59,2.94,102.2,2.744,483.7
"32492",1100,11,57.66,2.97,102.21,2.748,510.7
"32493",1115,11.21,55.06,2.54,102.22,2.857,534.5
"32494",1130,11.55,53.61,2.46,102.2,2.297,552.8
"32495",1145,11.86,45.12,0.34,102.18,2.876,567.5
"32496",1200,12.14,43.26,0.03,102.17,2.451,580.4
"32497",1215,12.45,39.4,-0.97,102.16,2.594,590.9
"32498",1230,12.74,40.5,-0.34,102.14,2.422,594.4
"32499",1245,12.94,40.39,-0.2,102.12,2.134,592.1
"32500",1300,13.23,39.4,-0.29,102.1,2.185,590.1
"32501",1315,13.5,37.57,-0.69,102.1,2.06,580.9
"32502",1330,13.82,34.46,-1.58,102.09,2.156,568.6
"32503",1345,14.04,33.93,-1.61,102.08,2.265,553.1
"32504",1400,14.18,32.05,-2.25,102.05,2.435,533.2
"32505",1415,14.33,31.86,-2.2,102.03,2.115,511.4
"32506",1430,14.65,31.88,-1.91,102.02,1.867,487.2
"32507",1445,14.9,28.91,-3,102.01,2.521,460.4
"32508",1500,14.78,27.98,-3.56,102.02,2.589,425.6
"32509",1515,14.92,29.04,-2.92,102.02,2.035,390.1
"32510",1530,15.09,29.61,-2.51,102.03,2.051,351.5
"32511",1545,14.93,29.65,-2.65,102.04,2.746,311.7
"32512",1600,14.92,29.17,-2.86,102.05,2.531,270.8
"32513",1615,14.77,29.26,-2.97,102.07,2.704,224.9
"32514",1630,14.56,29.46,-3.05,102.08,2.265,156.1
"32515",1645,14.28,30.81,-2.7,102.09,2.043,97.5
"32516",1700,13.75,33.37,-2.09,102.09,1.661,83.2
"32517",1715,13.01,37.38,-1.21,102.1,1.462,18.86
"32518",1730,11.99,41.01,-0.83,102.11,0.453,8.66
"32519",1745,10.91,44.59,-0.69,102.12,0.447,4.5
"32520",1800,9.95,48.75,-0.34,102.12,0.448,4.09
"32521",1815,9.48,51.31,-0.06,102.12,0.519,3.92
"32522",1830,8.47,56.35,0.27,102.13,0.49,3.87
"32523",1845,7.79,61.64,0.9,102.13,0.459,3.85
"32524",1900,7.45,62.7,0.8,102.14,0.447,3.74
"32525",1915,7.25,63.89,0.88,102.14,0.447,3.64
"32526",1930,7.15,63.71,0.75,102.15,0.459,3.61
"32527",1945,6.537,66.5,0.75,102.16,0.447,3.58
"32528",2000,6.833,70.7,1.89,102.16,0.592,3.55
"32529",2015,6.216,73.5,1.83,102.15,0.452,3.55
"32530",2030,5.821,76.7,2.05,102.16,0.587,3.53
"32531",2045,5.902,74.3,1.69,102.16,0.468,3.51
"32532",2100,5.874,75.2,1.81,102.15,0.45,3.51
"32533",2115,6.03,72.2,1.41,102.15,0.447,3.5
"32534",2130,5.312,78.1,1.81,102.15,0.447,3.5
"32535",2145,4.904,81,1.91,102.16,0.447,3.5
"32536",2200,4.701,83.3,2.11,102.17,0.447,3.5
"32537",2215,5.138,81.9,2.29,102.18,0.694,3.49
"32538",2230,5.486,79.7,2.27,102.19,0.821,3.49
"32539",2245,5.479,79.2,2.17,102.2,0.508,3.48
"32540",2300,5.234,82.6,2.52,102.21,0.763,3.48
"32541",2315,4.988,81.8,2.13,102.22,0.493,3.48
"32542",2330,5.412,79.8,2.21,102.24,0.58,3.48
"32543",2345,5.03,82.8,2.37,102.23,0.553,3.48
"32544",2400,4.621,85.7,2.44,102.22,0.601,3.49
"32545",15,4.712,84,2.23,102.21,0.468,3.48
"32546",30,4.986,80.5,1.91,102.21,0.761,3.48
"32547",45,4.523,83.3,1.93,102.22,0.739,3.48
"32548",100,5.665,79.8,2.46,102.21,1.004,3.48
"32549",115,5.806,79,2.46,102.21,1.001,3.48
"32550",130,5.695,78.9,2.31,102.22,0.939,3.48
"32551",145,4.566,84,2.11,102.23,0.492,3.48
"32552",200,4.385,85.8,2.23,102.23,0.507,3.48
"32553",215,4.51,84.4,2.11,102.22,0.447,3.48
"32554",230,4.354,87,2.38,102.22,0.601,3.48
"32555",245,5.233,83.6,2.69,102.24,0.561,3.48
"32556",300,4.688,85.9,2.54,102.26,0.653,3.48
"32557",315,4.374,86.7,2.37,102.26,0.447,3.48
"32558",330,4.692,87,2.73,102.29,0.464,3.48
"32559",345,4.244,85.9,2.09,102.27,0.456,3.48
"32560",400,4.06,89.9,2.56,102.24,0.447,3.48
"32561",415,4.247,87.1,2.29,102.23,0.447,3.48
"32562",430,3.568,89.3,1.97,102.23,0.447,3.48
"32563",445,3.48,91.4,2.23,102.23,0.447,3.48
"32564",500,3.603,92,2.42,102.23,0.743,3.48
"32565",515,3.05,91.7,1.83,102.23,1.029,3.48
"32566",530,3.05,91.6,1.81,102.25,0.447,3.48
"32567",545,2.891,92.1,1.75,102.27,0.447,3.48
"32568",600,2.783,92.9,1.75,102.29,0.447,3.48
"32569",615,2.543,92.9,1.51,102.3,0.536,3.48
"32570",630,2.467,93,1.45,102.31,0.531,3.48
"32571",645,2.326,93,1.3,102.31,0.447,3.48
"32572",700,2.404,93.9,1.53,102.32,0.447,3.49
"32573",715,2.792,94.6,2.01,102.34,0.82,4.83
"32574",730,2.759,94.3,1.93,102.35,0.584,10.03
"32575",745,3.399,92.8,2.35,102.37,0.779,12.88
"32576",800,3.521,91.3,2.25,102.36,0.467,36.37
"32577",815,3.739,90.5,2.33,102.36,0.447,49.11
"32578",830,4.121,91.6,2.88,102.37,0.447,65.51
"32579",845,4.884,91.6,3.63,102.37,0.447,85.4
"32580",900,6.179,91.1,4.84,102.38,0.447,124.1
"32581",915,7.11,88.7,5.36,102.41,0.576,135.1
"32582",930,8.46,81,5.36,102.43,0.454,247.7
"32583",945,10.96,66.05,4.84,102.44,0.464,271.3
"32584",1000,11.93,59.93,4.4,102.43,1.027,271
"32585",1015,12.08,59.4,4.42,102.42,1.603,282.3
"32586",1030,12.51,56.87,4.2,102.42,1.466,353.9
"32587",1045,13.27,53.89,4.14,102.41,1.36,379.3
"32588",1100,13.26,53.51,4.04,102.41,1.712,359.5
"32589",1115,13.23,52.46,3.72,102.4,1.832,325.5
"32590",1130,13.36,52.92,3.97,102.4,2.127,322.3
"32591",1145,13.37,52.55,3.88,102.39,1.966,275.6
"32592",1200,13.62,52.58,4.11,102.39,1.783,263.7
"32593",1215,13.55,52.39,4.01,102.35,1.795,244.5
"32594",1230,13.49,53.45,4.23,102.33,2.011,220.6
"32595",1245,13.59,53.19,4.25,102.3,1.987,219.6
"32596",1300,13.66,53.69,4.45,102.27,2.357,234.9
"32597",1315,13.85,52.48,4.3,102.27,1.399,219.2
"32598",1330,13.9,52.73,4.42,102.26,1.968,205
"32599",1345,13.86,53,4.45,102.23,2.08,195.1
"32600",1400,14,52.82,4.54,102.21,1.825,186.3
"32601",1415,13.97,52.43,4.4,102.17,2.251,143.6
"32602",1430,13.85,53.58,4.59,102.13,2.411,156.9
"32603",1445,14.02,54.05,4.87,102.12,2.44,176.4
"32604",1500,14.07,52.03,4.39,102.14,2.363,159.3
"32605",1515,13.95,52.41,4.39,102.14,2.453,115.2
"32606",1530,13.82,53.93,4.67,102.16,2.139,67.36
"32607",1545,13.73,53.26,4.4,102.15,2.212,52.99
"32608",1600,13.65,53.1,4.28,102.17,1.99,50.8
"32609",1615,13.51,54.31,4.47,102.21,2.212,27.45
"32610",1630,13.29,55.89,4.69,102.22,1.913,19.63
"32611",1645,13.04,57.91,4.96,102.21,1.564,21.25
"32612",1700,12.91,58.06,4.87,102.22,1.235,13.02
"32613",1715,12.76,58.32,4.79,102.23,1.549,7.57
"32614",1730,12.48,60.79,5.12,102.22,1.357,4.52
"32615",1745,12.04,65.04,5.68,102.23,0.951,4.16
"32616",1800,11.42,72.6,6.66,102.23,0.847,4.02
"32617",1815,10.95,76.6,7.02,102.22,1.274,4
"32618",1830,10.76,79.5,7.36,102.26,1.589,4
"32619",1845,10.33,84.3,7.8,102.27,1.823,3.94
"32620",1900,10.11,85.7,7.83,102.29,1.707,3.94
"32621",1915,9.85,88.3,8.02,102.27,2.244,3.92
"32622",1930,9.65,90.3,8.14,102.25,2.538,3.92
"32623",1945,9.57,91.7,8.29,102.23,2.571,3.91
"32624",2000,9.58,92.3,8.4,102.24,2.542,3.91
"32625",2015,9.59,92.4,8.43,102.25,1.753,3.94
"32626",2030,9.58,92.9,8.49,102.26,1.473,3.93
"32627",2045,9.62,93,8.56,102.26,1.513,3.92
"32628",2100,9.64,93.3,8.63,102.26,1.634,3.93
"32629",2115,9.62,93.4,8.61,102.26,1.891,3.93
"32630",2130,9.62,93.5,8.63,102.27,1.973,3.97
"32631",2145,9.57,93.7,8.63,102.25,1.89,4.04
"32632",2200,9.56,94.1,8.67,102.24,1.894,4.04
"32633",2215,9.52,94.3,8.67,102.22,2.796,4.03
"32634",2230,9.52,94.5,8.69,102.21,2.404,4.03
"32635",2245,9.51,94.6,8.69,102.21,2.555,4.01
"32636",2300,9.5,94.6,8.68,102.21,2.593,4.03
"32637",2315,9.48,94.6,8.68,102.17,2.523,4.05
"32638",2330,9.46,94.8,8.68,102.17,2.826,4.03
"32639",2345,9.47,94.9,8.7,102.15,2.859,4.01
"32640",2400,9.47,94.9,8.7,102.15,2.734,4.01
"32641",15,9.46,94.8,8.68,102.14,2.803,4
"32642",30,9.46,94.8,8.68,102.13,2.531,4.02
"32643",45,9.48,94.6,8.67,102.11,2.7,4
"32644",100,9.46,94.4,8.61,102.1,2.842,3.92
"32645",115,9.47,94.3,8.61,102.09,2.683,3.96
"32646",130,9.47,94.2,8.59,102.06,2.8,3.97
"32647",145,9.45,94.3,8.59,102.05,2.335,4
"32648",200,9.44,94.5,8.61,102.03,2.382,3.99
"32649",215,9.49,94.6,8.67,102.05,2.007,3.96
"32650",230,9.52,94.5,8.69,102.06,2.048,3.98
"32651",245,9.55,94.3,8.69,102.09,1.77,3.9
"32652",300,9.57,94.3,8.7,102.09,1.573,3.88
"32653",315,9.51,94.6,8.69,102.08,1.92,3.85
"32654",330,9.53,94.8,8.76,102.1,2.002,3.87
"32655",345,9.53,94.8,8.74,102.13,1.767,3.84
"32656",400,9.55,94.4,8.72,102.12,1.927,3.87
"32657",415,9.56,94,8.64,102.12,1.701,3.93
"32658",430,9.61,92.5,8.45,102.11,1.834,3.93
"32659",445,9.63,91.5,8.32,102.12,1.493,3.94
"32660",500,9.62,91.4,8.29,102.12,1.515,3.96
"32661",515,9.58,91.9,8.35,102.12,1.668,3.97
"32662",530,9.59,92.5,8.44,102.12,1.739,3.99
"32663",545,9.53,93.5,8.53,102.13,2.151,3.98
"32664",600,9.48,94.2,8.61,102.14,2.126,3.98
"32665",615,9.48,94.7,8.68,102.15,2.37,4
"32666",630,9.47,94.9,8.69,102.13,2.672,4
"32667",645,9.53,94.9,8.76,102.16,2.627,4.01
"32668",700,9.56,94.8,8.78,102.16,2.397,4
"32669",715,9.52,94.9,8.76,102.16,2.828,4.09
"32670",730,9.5,94.9,8.73,102.15,2.947,4.17
"32671",745,9.53,94.7,8.73,102.18,2.387,4.61
"32672",800,9.6,94.5,8.77,102.21,2.383,8.85
"32673",815,9.67,94.3,8.81,102.2,2.323,14.9
"32674",830,9.76,94,8.85,102.22,2.578,15.62
"32675",845,9.82,93.7,8.85,102.2,2.703,32.24
"32676",900,9.97,93.6,9,102.18,2.704,49.02
"32677",915,10.29,92.9,9.2,102.2,2.352,50.54
"32678",930,10.45,92.5,9.29,102.21,2.298,59.5
"32679",945,10.69,92.1,9.46,102.21,2.306,66.88
"32680",1000,10.99,91.6,9.69,102.2,2.319,79.6
"32681",1015,11.25,91,9.85,102.2,2.533,111
"32682",1030,11.46,90.8,10.03,102.2,2.356,138.1
"32683",1045,11.83,90.7,10.36,102.18,2.581,159.3
"32684",1100,12.1,90.3,10.57,102.18,2.237,128.1
"32685",1115,12.49,89.6,10.84,102.17,1.668,121.5
"32686",1130,13.02,89.3,11.31,102.16,1.788,152.6
"32687",1145,13.5,88.2,11.59,102.18,1.871,131.2
"32688",1200,13.61,88.5,11.76,102.16,2.038,113.5
"32689",1215,13.63,89.8,11.99,102.13,1.979,98.3
"32690",1230,13.66,90.6,12.16,102.11,2.379,126.6
"32691",1245,13.78,91.3,12.4,102.08,1.568,117.7
"32692",1300,14.02,91.3,12.64,102.04,1.611,172.8
"32693",1315,14.33,91,12.89,102.04,1.834,139.2
"32694",1330,14.38,91.8,13.07,102.02,2.154,111.3
"32695",1345,14.44,92.2,13.21,101.99,2.185,96.8
"32696",1400,14.6,92.5,13.41,101.97,2.189,105.1
"32697",1415,14.73,93,13.63,101.94,2.587,116.4
"32698",1430,14.87,92.9,13.74,101.91,2.505,93.1
"32699",1445,14.9,92.7,13.74,101.94,2.031,91.4
"32700",1500,15.08,92.8,13.93,101.93,1.744,94.3
"32701",1515,15.12,92.3,13.89,101.93,1.715,68.91
"32702",1530,15.3,92.5,14.1,101.94,2.127,51.48
"32703",1545,15.36,92.5,14.17,101.94,2.173,39.49
"32704",1600,15.46,92.4,14.25,101.93,1.871,59.69
"32705",1615,15.7,92,14.42,101.93,1.612,57.2
"32706",1630,15.77,91.4,14.39,101.93,1.572,34.53
"32707",1645,15.51,91.4,14.11,101.93,1.357,25.1
"32708",1700,15.41,91.8,14.09,101.92,1.529,23.83
"32709",1715,15.34,92.1,14.08,101.91,1.455,19.38
"32710",1730,15.22,92.7,14.06,101.9,1.49,7.19
"32711",1745,15.21,93.2,14.13,101.9,1.126,4.17
"32712",1800,15.23,93.3,14.17,101.91,1.379,4.11
"32713",1815,15,93.5,13.98,101.9,1.779,4.05
"32714",1830,14.94,93.9,13.98,101.92,1.884,4.09
"32715",1845,14.97,93.9,14.02,101.94,1.71,4.07
"32716",1900,14.99,93.9,14.04,101.94,1.762,4.05
"32717",1915,15.04,93.9,14.08,101.94,1.929,4.08
"32718",1930,14.98,93.9,14.02,101.94,1.901,4.01
"32719",1945,14.9,94.1,13.97,101.94,1.699,4.03
"32720",2000,14.95,94.3,14.07,101.93,1.835,4.04
"32721",2015,14.74,94.4,13.86,101.93,1.871,4.05
"32722",2030,14.68,94.8,13.86,101.92,1.788,4.07
"32723",2045,14.8,95,14.03,101.92,1.778,4.08
"32724",2100,14.88,95.1,14.1,101.91,1.738,4.07
"32725",2115,15.14,95.2,14.38,101.9,2.245,4.04
"32726",2130,15.5,95,14.73,101.9,2.306,4.09
"32727",2145,15.76,94.6,14.91,101.9,2.563,4.09
"32728",2200,15.87,94.3,14.97,101.9,2.2,4.1
"32729",2215,16.09,94.3,15.19,101.89,2.614,4.09
"32730",2230,16.29,94.2,15.37,101.87,2.853,4.06
"32731",2245,16.48,94,15.51,101.88,2.419,4.06
"32732",2300,16.79,94.2,15.87,101.88,2.435,4.08
"32733",2315,17.14,94,16.18,101.87,2.363,4.13
"32734",2330,17.39,94,16.44,101.86,2.331,4.11
"32735",2345,17.68,94,16.72,101.86,2.177,4.13
"32736",2400,17.9,93.7,16.89,101.84,2.419,4.14
"32737",15,18.01,93.4,16.94,101.82,2.608,4.15
"32738",30,18.04,93.2,16.94,101.81,2.528,4.16
"32739",45,18.05,93,16.91,101.81,2.416,4.16
"32740",100,18.07,92.9,16.92,101.8,2.747,4.16
"32741",115,18.09,92.7,16.92,101.78,3.401,4.16
"32742",130,18.09,92.5,16.86,101.75,2.618,4.17
"32743",145,18.05,92.7,16.87,101.76,2.591,4.17
"32744",200,18.01,93.1,16.89,101.74,2.302,4.17
"32745",215,18.05,92.9,16.9,101.7,2.82,4.17
"32746",230,18.12,92.2,16.85,101.67,2.759,4.17
"32747",245,18.13,91.6,16.76,101.63,3.319,4.16
"32748",300,18.01,91.4,16.6,101.55,4.056,4.16
"32749",315,17.91,91,16.44,101.56,3.127,4.16
"32750",330,17.75,90.6,16.2,101.54,2.997,4.17
"32751",345,17.57,90.7,16.05,101.5,2.849,4.17
"32752",400,17.41,90.6,15.88,101.45,3.325,4.16
"32753",415,17.21,90,15.58,101.43,3.171,4.17
"32754",430,17.1,89.9,15.44,101.47,3.046,4.16
"32755",445,17.07,89.1,15.27,101.52,2.883,4.17
"32756",500,17.1,88.6,15.21,101.6,2.68,4.16
"32757",515,17.07,88.8,15.21,101.64,2.089,4.16
"32758",530,17.05,89.1,15.25,101.68,2.355,4.17
"32759",545,17.04,89.4,15.29,101.69,2.189,4.17
"32760",600,17.01,89.8,15.35,101.7,1.984,4.17
"32761",615,17.03,90.3,15.44,101.7,2.13,4.17
"32762",630,17.05,90.7,15.53,101.69,1.67,4.17
"32763",645,17.02,91.2,15.59,101.67,1.771,4.17
"32764",700,16.92,92,15.62,101.65,2.179,4.16
"32765",715,16.75,92.9,15.61,101.67,2.107,4.17
"32766",730,16.73,93.5,15.69,101.66,2.394,4.17
"32767",745,16.74,93.9,15.76,101.66,2.665,6.41
"32768",800,16.82,94.1,15.87,101.68,2.874,11.75
"32769",815,16.91,94.2,15.99,101.67,2.615,17.49
"32770",830,17.03,94.3,16.12,101.68,3.043,28.54
"32771",845,17.1,94.2,16.17,101.69,3.169,24.01
"32772",900,17.1,94.6,16.24,101.68,3.331,51.8
"32773",915,17.37,94.5,16.5,101.7,3.275,50.36
"32774",930,17.57,94.1,16.62,101.73,2.843,37.22
"32775",945,17.72,94.1,16.77,101.71,2.651,44.03
"32776",1000,17.96,93.7,16.94,101.69,2.509,46.29
"32777",1015,18.18,93,17.05,101.64,3.244,59.78
"32778",1030,18.36,92.6,17.15,101.62,3.106,57.09
"32779",1045,18.55,91.9,17.21,101.69,2.808,49.66
"32780",1100,18.84,90.6,17.29,101.71,3.485,45.08
"32781",1115,19.02,89.9,17.35,101.7,2.641,46.37
"32782",1130,19.11,90.1,17.45,101.71,2.818,48.18
"32783",1145,19.06,91.4,17.64,101.69,3.009,71.1
"32784",1200,19.1,92.5,17.87,101.68,3.075,124
"32785",1215,19.29,92.3,18.03,101.64,3.155,136
"32786",1230,19.49,92.2,18.2,101.57,3.408,144.2
"32787",1245,19.66,91.9,18.32,101.49,3.114,135.9
"32788",1300,19.89,90.7,18.35,101.47,3.962,112.2
"32789",1315,20.08,89,18.22,101.47,4.177,58.3
"32790",1330,20.29,87.6,18.18,101.46,4.701,136
"32791",1345,20.73,84.2,17.99,101.41,4.816,260.9
"32792",1400,21.06,81.6,17.8,101.41,4.216,184.1
"32793",1415,20.94,81.9,17.75,101.4,4.446,128.2
"32794",1430,20.95,82.1,17.8,101.39,4.014,106.2
"32795",1445,21.11,82,17.93,101.38,4.83,138.3
"32796",1500,21.31,81.1,17.96,101.37,4.467,105.9
"32797",1515,21.33,81,17.96,101.37,3.749,73.7
"32798",1530,21.49,80.1,17.92,101.36,4.402,117
"32799",1545,21.59,79.7,17.94,101.37,4.927,84.4
"32800",1600,21.49,80.8,18.06,101.36,3.408,54.54
"32801",1615,21.39,81.1,18.04,101.36,3.6,56.39
"32802",1630,21.34,81.4,18.04,101.35,3.729,51.45
"32803",1645,21.3,82,18.12,101.35,2.928,31.59
"32804",1700,21.28,82.6,18.21,101.35,2.805,49.37
"32805",1715,21.36,81.9,18.16,101.36,3.39,15.83
"32806",1730,21.39,81.2,18.06,101.36,4.105,8.89
"32807",1745,21.35,81.4,18.05,101.38,3.931,5.34
"32808",1800,21.15,82.4,18.06,101.41,3.868,4.17
"32809",1815,21.01,83.4,18.11,101.44,3.339,4.17
"32810",1830,20.74,84.6,18.07,101.46,2.972,4.17
"32811",1845,20.65,85,18.04,101.47,3.457,4.17
"32812",1900,20.41,85.8,17.97,101.5,3.339,4.17
"32813",1915,20.18,86.7,17.91,101.52,3.299,4.17
"32814",1930,19.95,87.7,17.85,101.54,3.163,4.17
"32815",1945,19.63,89,17.78,101.57,2.702,4.17
"32816",2000,19.37,90.3,17.76,101.59,2.631,4.17
"32817",2015,19.15,91.2,17.69,101.62,2.809,4.17
"32818",2030,18.94,91.5,17.55,101.64,2.617,4.17
"32819",2045,18.84,91.2,17.4,101.65,2.157,4.17
"32820",2100,18.77,91.4,17.37,101.67,2.149,4.17
"32821",2115,18.92,91.1,17.46,101.67,3.191,4.17
"32822",2130,18.92,90.3,17.32,101.69,2.603,4.17
"32823",2145,18.68,90.4,17.08,101.71,3.219,4.17
"32824",2200,18.46,88.5,16.55,101.74,3.415,4.17
"32825",2215,17.84,89.5,16.12,101.74,2.562,4.17
"32826",2230,17.36,89.4,15.6,101.76,2.202,4.17
"32827",2245,16.87,88.6,14.99,101.77,1.671,4.17
"32828",2300,16.61,87.9,14.61,101.78,1.79,4.17
"32829",2315,16.64,84.1,13.96,101.79,2.496,4.17
"32830",2330,16.62,82,13.54,101.8,2.326,4.17
"32831",2345,15.86,85.1,13.37,101.81,1.693,4.17
"32832",2400,15.24,87.3,13.15,101.83,1.57,4.17
"32833",15,14.69,87.3,12.61,101.84,1.426,4.17
"32834",30,14.46,88.7,12.62,101.84,1.257,4.16
"32835",45,14.08,89.4,12.37,101.84,0.999,4.16
"32836",100,14.4,86,12.1,101.83,1.051,4.14
"32837",115,13.44,87.8,11.47,101.84,0.547,4.14
"32838",130,12.68,92.3,11.48,101.83,0.485,4.12
"32839",145,12.95,93.5,11.93,101.82,0.954,4.11
"32840",200,12.84,90.7,11.38,101.83,1.008,4.1
"32841",215,12.55,90.2,11,101.84,0.993,4.09
"32842",230,11.98,90.8,10.52,101.84,0.681,4.07
"32843",245,11.56,92.8,10.45,101.85,0.989,4.04
"32844",300,10.84,93.5,9.84,101.86,0.512,4.02
"32845",315,10.68,94.6,9.85,101.87,0.91,3.88
"32846",330,10.69,95.1,9.95,101.88,0.746,3.86
"32847",345,10.2,94.8,9.41,101.88,0.475,3.84
"32848",400,9.43,94.8,8.64,101.9,0.447,3.78
"32849",415,9.2,95.2,8.47,101.91,0.447,3.79
"32850",430,9.31,95.5,8.63,101.92,0.447,3.76
"32851",445,9.09,95.7,8.44,101.93,0.447,3.73
"32852",500,8.97,95.8,8.35,101.93,0.447,3.7
"32853",515,9.12,96.1,8.53,101.94,0.596,3.7
"32854",530,9.04,95.9,8.44,101.96,0.454,3.63
"32855",545,8.65,96.2,8.09,101.97,0.447,3.63
"32856",600,8.18,96,7.59,101.98,0.447,3.62
"32857",615,7.93,96.2,7.38,102,0.447,3.63
"32858",630,8.57,96.6,8.06,102.02,0.555,3.55
"32859",645,8.45,96.3,7.91,102.03,0.657,3.58
"32860",700,6.905,96,6.32,102.05,0.447,3.57
"32861",715,7.14,96.5,6.63,102.06,0.553,3.95
"32862",730,7.08,96.4,6.56,102.08,0.447,4.62
"32863",745,6.902,96.5,6.39,102.09,0.447,8.93
"32864",800,7.39,96.7,6.91,102.11,0.448,31.41
"32865",815,8.17,96.6,7.67,102.13,0.561,81.1
"32866",830,8.89,96.6,8.39,102.14,0.695,135.8
"32867",845,10.34,96.2,9.77,102.15,1.375,191.4
"32868",900,11.38,91.1,9.98,102.16,1.188,229.9
"32869",915,12.04,82.8,9.22,102.19,1.324,266.7
"32870",930,12.5,79.3,9.02,102.21,1.499,307.3
"32871",945,13.38,76.1,9.26,102.22,1.202,346.3
"32872",1000,14,71.6,8.97,102.24,1.613,379.2
"32873",1015,14.46,68.81,8.81,102.26,1.539,408.8
"32874",1030,15.33,64.5,8.69,102.27,1.262,440.9
"32875",1045,15.68,60.3,8.02,102.28,1.16,469.6
"32876",1100,16.12,55.67,7.26,102.29,0.999,495.7
"32877",1115,16.72,56.67,8.09,102.28,1.226,518
"32878",1130,17.11,52.08,7.22,102.27,1.067,537
"32879",1145,17.23,49.65,6.62,102.26,0.916,553.2
"32880",1200,17.98,45.22,5.97,102.25,1.179,564
"32881",1215,18.21,45.92,6.39,102.22,1.145,571
"32882",1230,18.46,46.95,6.94,102.19,1.395,573.5
"32883",1245,18.71,47.95,7.48,102.17,1.516,571.7
"32884",1300,19.05,47.45,7.63,102.14,1.954,569
"32885",1315,19.16,48,7.91,102.12,1.659,562.2
"32886",1330,19.34,48.28,8.16,102.1,2.338,546
"32887",1345,19.45,48.35,8.28,102.07,2.021,536.4
"32888",1400,19.72,48.37,8.53,102.04,2.519,519.8
"32889",1415,19.87,47.97,8.55,102.02,1.819,495.6
"32890",1430,19.98,47.61,8.53,102.01,2.526,474.4
"32891",1445,19.89,47.51,8.43,101.99,2.491,444.4
"32892",1500,20.1,46.64,8.35,101.99,2.362,414.9
"32893",1515,20.06,46.4,8.24,101.99,2.795,383
"32894",1530,19.97,47.12,8.37,102,2.258,342.3
"32895",1545,20.05,47.03,8.43,102,2.459,299.4
"32896",1600,19.99,46.83,8.31,102,2.291,265
"32897",1615,19.93,47.85,8.57,102.01,2.435,216.5
"32898",1630,19.59,49.25,8.68,102.02,1.979,142
"32899",1645,19.51,50.02,8.84,102.01,1.633,126.1
"32900",1700,19.34,51.61,9.15,102,0.926,75.4
"32901",1715,18.78,53.33,9.11,102.01,1.075,33.83
"32902",1730,18.14,56.33,9.31,102.02,0.681,14.58
"32903",1745,16.4,63.72,9.53,102.01,0.447,4.57
"32904",1800,15.4,68.25,9.59,102.03,0.447,4.17
"32905",1815,14.93,70,9.53,102.04,0.447,4.17
"32906",1830,14.27,74.9,9.9,102.06,0.447,4.17
"32907",1845,13.59,77.6,9.75,102.07,0.447,4.17
"32908",1900,13,81.1,9.84,102.07,0.447,4.17
"32909",1915,13.04,80.6,9.79,102.04,0.447,4.15
"32910",1930,12.2,84.2,9.63,102.03,0.447,4.12
"32911",1945,11.72,86.7,9.59,102.04,0.447,4.12
"32912",2000,11.41,88.5,9.59,102.02,0.447,4.08
"32913",2015,11.56,89.7,9.93,102.01,0.447,4.07
